,asin,title,description,category,topic_name,topic_rank,bubble_color,bubble_size,clean_link
140420,B00POLTF2O,"POP VIEW Dog Bark Collar for Small, Medium, Large Dogs, Anti Bark Collar with Sound and Vibration, ...",New version bark collar,rabbits and rodents,rabbits and rodents_0,80,0.7609285714285715,7.0,130
140426,B00PP61YBS,"Wagner's 58001 Mealworms, 7-Ounce",Wagner's mealworms offer a nutritious protein packed food source <br> for wild birds. Feed wild birds Wag...,bird,bird_0,25,0.5847749999999999,8.0,33
140776,B00PUWZ0YE,"Dog socks, non-slip, M-L (Example: Golden Retriever), 2 pcs, grey",Grey cotton dog socks from Trixie with little rubber dots to <br> provide grip on slippery surfaces and e...,other,other_0,8,0.6175307692307693,13.0,65
140925,B00PX463F4,Red Dingo Stainless Steel with Enamel Pet I.D. Tag,Our gorgeous dog ID tags are made with solid stainless steel <br> with enamel. These tags are twice as th...,dog,dog_0,52,0.7524666666666665,15.0,50
141045,B00PYVJU1A,Capsuline CATcaps&trade; Chicken Flavored Gelatin Empty Capsules Size 3 1000 Count,"Looking for a way to make giving pills to cats easy? Try <br> CATcaps, chicken flavored and scented empty...",cat,cat_0,20,0.4303928571428572,14.0,82
141588,B00Q93WYV0,50pcs 7&quot;~12&quot;Tantora Catappa Leaves Grd A Indian Almond Leaf KETAPANG aquarium,What is the good Catappa Leaves for aquarium fish ? 1. Sources <br> of Catappa trees must far from big ci...,fish,fish_0,55,0.7657142857142858,7.0,87
142166,B00QO0B47S,Fluval Aquaclear 30-Gallon Biomax (3 Pack),The AquaClear 30 BioMax Filter Insert provides an optimal <br> environment for beneficial bacteria growth...,fish,fish_0,73,0.6485428571428571,7.0,42
142171,B00QO23OTW,Aquaclear 70-gallon Biomax (3 Pack),The AquaClear 70 BioMax Filter Insert provides an optimal <br> environment for beneficial bacteria growth...,fish,fish_0,26,0.5476000000000001,10.0,35
142195,B00QOJ9L10,"Charlee Bear Dog Treat, 16-ounce, Turkey Liver/Cranberries (3 Pack)",This all natural charlee bear treats are savory bite-sized <br> morsels dogs will love. Pocket size treat...,dog,dog_0,7,0.7353344827586208,29.0,67
142333,B00QRHGSF6,Blue Parrot Bird Hammock Hanging Cave Cage Snuggle Happy Hut Tent Bed Bunk Toy,",Features:,Brand new and high quality2 black strings on the top <br> for hanging...",bird,bird_0,69,0.2988999999999999,5.0,78
142407,B00QSRP1NA,2 Pcs Black Cyprea Pica and Green Petholatus Shell Hermit Crab 1 1/2&quot; - 2&quot;,nan,other,other_0,56,0.6301625,8.0,84
142618,B00QW0UC00,Colorful Floating Glass Aquarium Fish Charms by Ganz - Six Pack,Create a Floating Sea World With These Unique Aquarium <br> DecorationsPack Set Of Six Floating Glass...,fish,fish_0,68,0.5848428571428572,7.0,63
142876,B00R3686YQ,"RUFFWEAR - Haul Bag, Dog Gear Bag","The Ruffwear Haul Bag keeps dog gear organized and accessible <br> wherever they go: car camping, road tr...",dog,dog_0,24,0.8572315789473683,19.0,33
143331,B00RDKQS9M,"(3 Pack) Grandma Lucy's Organic Oven Baked Pumpkin Dog Treats, 14 Ounces each",Grandma Lucy&apos;s Organic Oven-Baked Dog Treats an organic <br> treat you will feel good about giving y...,dog,dog_0,19,0.6455050000000001,20.0,77
143679,B00RLBEHNC,niceeshop(TM Deer Shape Cozy Puppy Kitten Pet Dog Cat Cotton Bed Nest Cave,Length:44cm/17.3inch;Width:46cm/18.1inch;Height:34cm/13.3inch;Fro <br>nt Length:14cm/5.5inchPerfect...,cat,cat_0,55,0.6036545454545454,11.0,74
143830,B00RO974Q8,"Fruitables Skinny Minis Chewy Dog Treats in Grilled Bison Flavor,",nan,dog,dog_0,62,0.6677714285714285,14.0,65
144008,B00RTXPIEY,"Sam's Yams Bichon Fries - Sweet Potato Dog Chewz, 12.5oz by Sam's Yams",nan,dog,dog_0,58,0.6889333333333333,15.0,70
144498,B00S53DUK6,Hill's Prescription Diet C/D Multicare Feline Urinary Care - Ocean Fish - 8.5Lb,Hill&apos;s Prescription Diet c/d Feline Multicare with Ocean <br> Fish Urinary Tract Health Dry Cat Food...,cat,cat_0,80,0.66684,10.0,79
144514,B00S5DCK6Q,Military Dog Tags - Custom Embossed Dog Tag Set - Civil Air Patrol - Tag-Z,nan,other,other_0,22,0.645,10.0,74
144532,B00S5HAVVI,Aquatic Experts Filter Socks 200 Micron - 4 Inch Ring by 14 Inch Long &ndash; 24 Pack- Long - ...,"""solid construction""""would buy it again"",Do You Want The Best <br> And Longest Lasting ...",other,other_0,14,0.6183363636363637,11.0,152
144564,B00S5WEOFW,"Purina Fancy Feast Broth For Cats, Creamy, With Tuna Chicken &amp; Whitefish, 1.4-Ounce Pouch, Pack ...","A velvety, creamy broth with delicious real tuna, chicken and <br> whitefish, crafted without by-products...",cat,cat_0,52,0.7316818181818182,11.0,105
145028,B00SDVTSRO,"KONA'S CHIPS 2 Pack BITS-O- Chips 8 oz; Dog Treats Made in USA ONLY &ndash; 100% USDA Chicken, All ...",The Small Dog's Favorite!  Bits O' Chips Chicken Jerky Dog <br> Treats  These chips start...,dog,dog_0,63,0.7303071428571428,14.0,184
145160,B00SG996B6,OFHUH Dog Flea and Tick Collar - Tick Prevention Treatment Up to 8-Month - Adjustable and ...,Zanies Kutie Pies Plush Dog Toys are adorably perfect for <br> puppies. Contains a squeaker for interacti...,dog,dog_0,34,0.7334277777777777,18.0,158
145648,B00SNE0X7U,"(2 Pack) Exo Terra Forest Branch, Small","PT3075 Size: Small (5"" H x 5"" W x 13"" D) Features: -Terrarium <br> decoration. -Natural and 3 dimensional...",amphibians and reptiles,amphibians and reptiles_0,80,0.5219499999999999,4.0,39
145948,B00STZS5U0,"Sheba Premium Cuts Cat Food, 24 Count Variety Pack","10 -3 oz.Mixed Grill, 9 -3 oz Chicken, 5- 3 oz Tuna. Every <br> delectable SHEBA entree has been crafted ...",cat,cat_0,10,0.5928249999999999,20.0,50
145954,B00SU892L2,Feca-Med Sodium Nitrate premixed Fecal Flotation Medium 1 Gallon,nan,farm animals,farm animals_0,27,0.4980500000000001,10.0,64
146293,B00T07VRAQ,"Manna Pro Scatter Snacks, 1.68 lb","Manna Pro 0010530212 Scatter Snacks, 1.68 lb",farm animals,farm animals_0,57,0.6093714285714285,7.0,33
146321,B00T1DAAUC,25 Large Dubia Roaches by DubiaRoaches.com,"Approximately 1.25 in length, these are great to feed to large <br> reptiles, bearded dragons, pacman fro...",amphibians and reptiles,amphibians and reptiles_0,32,0.5213833333333334,6.0,42
146336,B00T24EIVM,NFL Dallas Cowboys The Whole Caboodle 5PC set - Baby Car Seat Canopy with matching accessories,"Now with you favorite NFL team logos. Carseat Canopy products <br> are made for ""year-round"" use with fab...",farm animals,farm animals_0,45,0.7943,8.0,94
146560,B00T57EN5W,Lupine 3/4 Inch Go Go Gecko Adjustable Dog Collar for Small to Large Dogs,"Lupine, 3/4"" X 13""-22"", adjustable dog collar, go go gecko <br> pattern, Ideal for medium dogs, features ...",dog,dog_0,15,0.7352695652173912,23.0,73
146774,B00T7S2GSK,"10 Leaves for Aquatic Pets - Giant Size 7&rdquo;- 9&rdquo; - Organic, Beautiful, Sun-Baked Catappa ...","Natural is best and nothing is more pure and natural than <br> SunGrow Catappa Leaves. These organic, han...",fish,fish_0,45,0.7562375,8.0,186
146991,B00TACNDQC,Sexing probes 3 piece set,Sexing Probes are the best way to positively identify the sex of <br> snakes and some lizards. The probe ...,amphibians and reptiles,amphibians and reptiles_0,64,0.7678999999999999,4.0,25
147239,B00TE9QYC6,"SSE Adhesive Mounts for GoPro HERO+, HERO4 Session, HERO4, HERO3+, HERO3, HERO2, HERO &amp; HERO+ ...",Adhesive Mounts that are easily attached to flat and curved <br> surfaces for use during any action sport...,other,other_0,30,0.3925777777777777,9.0,197
147345,B00TGNJNTG,"Pendleton Great Smoky Mountain National Park, Queen","Experience the history and romance of America's National Parks. <br> Since the early 1900s, Pendleton has...",rabbits and rodents,rabbits and rodents_0,1,0.7060681818181819,22.0,51
147988,B00TSZB49O,"Fluker Labs Bearded Dragon Medley Treat Food, 1.8-ounce (Pack of 4)","Fluker&apos;s bearded dragon medley treat food. A perfect blend <br> of freeze-dried mealworms, grasshopp...",amphibians and reptiles,amphibians and reptiles_0,6,0.6503166666666668,12.0,67
148042,B00TU9QNUI,Exo Terra Habisphere Desktop Terrarium,"The Exo Terra Habisphere is a compact and aesthetically pleasing <br> glass terrarium, created to fit any...",amphibians and reptiles,amphibians and reptiles_0,11,0.9334142857142858,7.0,38
148311,B00TZGABC2,"Nutro Puppy Chicken, Whole Brown Rice And Oatmeal Dog Food, 30 Lbs.",Make sure your puppy gets off to a healthy start with a natural <br> puppy food designed for growth and d...,dog,dog_0,14,0.7367695652173912,23.0,67
148363,B00TZXK0GM,"Beds 4 All Pet Steps, Giant","Beds 4 All stylish Pet Steps help your pets to navigate <br> furniture, beds, vehicles and window sills w...",cat,cat_0,34,0.7289416666666666,12.0,27
148660,B00U549THG,"Kaytee Forti Diet Pro Health Oat Groats Treat for Pet Birds, 11-Ounces Per Pack (3 Pack)",Kaytee Forti-Diet Pro Health Oat Groats are a good source of <br> protein and additional nutrients for al...,bird,bird_0,26,0.6726000000000001,8.0,88
148701,B00U5HOQ2G,"VitaKraft 6 Pack of Drops with Yogurt Dog Treat Snacks, 8.8 Ounces Per Pack",VitaKraft Drops with Yogurt are calcium-enriched drops made with <br> minerals and vitamins to help stren...,dog,dog_0,48,0.657075,16.0,75
148713,B00U5K0GHC,Vitakraft Wild Berry Drops for Rabbits - 3 PACK,"Vitakraft Wild Berry Drops for Rabbits feature a high percentage <br> of milk powder, sugar and whey powd...",rabbits and rodents,rabbits and rodents_0,26,0.6070454545454546,11.0,47
148898,B00U8LURRC,SODIAL(R) Black Plastic Detachable Aquarium Water Heater Protector Shield Case 6 Section,* SODIAL is a registered trademark. ONLY Authorized seller of <br> SODIAL can sell under SODIAL listin...,amphibians and reptiles,amphibians and reptiles_0,63,0.61705,4.0,88
149339,B00UFD0CLY,"uxcell 5-Piece Foam Aquarium Floating Lotus Leaf Decor, 3.9-Inch, Green",Great for you to add a touch of color for your tedious and blank <br> fish tank. Has little hole with str...,amphibians and reptiles,amphibians and reptiles_0,60,0.885425,4.0,71
149551,B00UK2KO2M,Silver Medley Rock / HD Stone Aquarium Background 36 by 18-Inch / Rocky Fish Tank Background,Unique designs sold only here. These tape onto the tank from the <br> outside. Typically with clear tape ...,amphibians and reptiles,amphibians and reptiles_0,26,0.5732,6.0,92
149761,B00UN4DNDE,Natural Balance Wild Pursuit Dog Treats,",Our dogs ancestors hunted for their meals in the wild and <br> flourished on a high-protein diet. Thats ...",dog,dog_0,72,0.7060000000000002,14.0,39
149886,B00UPQ9VKE,"Zukes, Mini Naturals, Grain Free Dog Treats, Economy Variety 6-Pack &hellip;&hellip;(16 oz each ...",Perfect for Training with only 3.5 calories per treat;Natural <br> wholefood ingredients packed with anti...,dog,dog_0,68,0.736542857142857,14.0,103
150082,B00UTZZA3I,Mynwood Cat Jacket/Harness Blue Adult Cat,"My name is Maria, I live in Yorkshire and I am the designer of <br> the original cat jacket/harnesses. I ...",cat,cat_0,25,0.7641153846153846,13.0,41
150572,B00V2DU10I,"Hammock for Bearded Dragons, Flames fabric with suction cup hooks","These hammocks by Carolina Designer Dragons provide a <br> comfortable, elevated vantage spot that bearde...",amphibians and reptiles,amphibians and reptiles_0,40,0.52025,6.0,65
150583,B00V2LJEIK,Glass Softball Themed Picture Frame,"A 100% Safe & Humane Barking Solution for Your Dog Neighborhood <br> joggers, other animals or just a b g...",other,other_0,70,0.7315999999999999,8.0,35
150717,B00V4NHYE2,Sunseed Vita Prima Parrot - 4 lbs,Sun Seed Parrot Vita Plus A Vitamin and Mineral enriched <br> complete diet with tropical fruitand sweet ...,bird,bird_0,35,0.5635142857142857,7.0,33
151076,B00V93U7ZU,"Glue Sticks-3lb. box (approx. 50 sticks) Clear Glue Sticks 7/16&quot; X 10&quot;L, Made in the USA",Glue Sticks - Clear Economy High Strength hot melt glue stick. <br> Bonds to most porous and non-porous m...,other,other_0,39,0.4560777777777778,9.0,98
151200,B00VAHXP3G,"Carolina Custom Cage 24D, Cognac Cherry front panel","Carolina Custom Cage Model 24D, interior 24D x 36W x 16H, front <br> panel in Cognac Cherry finish, other...",amphibians and reptiles,amphibians and reptiles_0,21,0.9210666666666668,6.0,51
151208,B00VAL5MWO,Red Sea Salt Coral Pro,Red Sea creates pet products for owners that have safety and <br> health as their top priority. Red Sea e...,fish,fish_0,24,0.6096699999999999,10.0,22
151263,B00VB91ID2,ONMOG Flea and Tick Prevention Collar for Cat &ndash; Best Flea Collar Repellent &ndash; 8 Month ...,"As you know, the flea and tick can live up to 2-3 months and <br> they will start to lay the egg on the h...",cat,cat_0,17,0.6552333333333334,15.0,167
151284,B00VBPIWSA,"Zoo Med Gourmet Reptisticks For Aquatic Turtles, 8.5 oz",Zoo Med's Gourmet ReptiSticks add a nice high protein treat to <br> your turtle's diet with the addition ...,amphibians and reptiles,amphibians and reptiles_0,46,0.68682,5.0,55
151758,B00VJ3452G,Puppy Pads 6 Pack Training Washable Pee Poo Piddle Potty Chux Underpad Senior Dog - Ecofriendly ...,Caring for your washable puppy pads is very easy not mention <br> tons of money you will save over dispos...,dog,dog_0,40,0.8296374999999999,16.0,107
151923,B00VMS0HLQ,DYEOF Moda HEARTFELT Precut 5-inch Charm Pack Cotton Fabric Quilting Squares Assortment Kansas ...,nan,other,other_0,40,0.5729888888888889,9.0,110
152079,B00VQEUS42,Kirei Sui Royal Blue Rosettes Pets Tutu Party Dress,"[XS] Length 22CM , Bust 30CM [S] Length 26CM , Bust 34CM [M] <br> Length 32CM , Bust 38CM [L] Length 36CM...",dog,dog_0,64,0.6547214285714286,14.0,51
152731,B00W1J3J24,"Graco Urbanlite Click Connect Travel System, Cascade",Lightweight travel never looked so good. The Graco Urbanite <br> Click Connect Travel System features the...,rabbits and rodents,rabbits and rodents_0,58,0.7090428571428571,7.0,52
152750,B00W2DQQVA,Pet Cremation Brass Pet Urn With SIlver Paw Prints,",This beautiful pet cremation urns is made of solid brass with a <br> brushed finish. It has a silver paw...",dog,dog_0,6,0.81214,30.0,50
153722,B00WGD6SAA,Saim Lucky Coin Frog Toad Live Action Aquarium Ornaments,Aquarium Ornaments bring animation &amp; charm to your <br> underwater world while helping to aerate your...,amphibians and reptiles,amphibians and reptiles_0,18,0.6860428571428573,7.0,56
154184,B00WNNNXB0,"Hammock for Bearded Dragons, Vintage Tattoos fabric with suction cup hooks","These hammocks by Carolina Designer Dragons provide a <br> comfortable, elevated vantage spot that bearde...",amphibians and reptiles,amphibians and reptiles_0,73,0.7837500000000001,4.0,74
154185,B00WNMKC1A,"Chaise Lounge for Bearded Dragons, Vintage Tattoos fabric","These chaise lounges by Carolina Designer Dragons are hand-sewn <br> in the U.S.A., machine-washable and ...",amphibians and reptiles,amphibians and reptiles_0,22,0.9005666666666666,6.0,57
154549,B00WTG74CA,Aromatic Fern Shave Soap Refill 150g shave soap by Saponificio Varesino,Add a little Italian luxury to your grooming routine with <br> Aromatic Fern Shave Soap by Saponificio Va...,other,other_0,29,0.8676444444444444,9.0,71
154957,B00X1AG7C6,"CIVPOWER Flea Tick Adjustable Collar Dogs, Last 8 Months The Flea Tick Prevention, Anaphylaxis Skin ...",Flea & tick collar Fits all size dogs from large ones to small. <br> The flea collar comes into force aft...,dog,dog_0,8,0.8524392857142858,28.0,159
155139,B00X64QZPQ,D-FUNK Fish Odor Removal Wipes (Pouch),Fish Odor Removal. Fish-D-Funk Odor Removal Wipes remove fish <br> stink from your hands and leave your h...,fish,fish_0,11,0.5245076923076923,13.0,38
155413,B00XC1JKAK,"Carter's Prelude Play Yard, Whale of a Time",The Carter's Prelude Play Yard by Safety 1st is a cozy place for <br> your baby to sleep and play. It's g...,other,other_0,48,0.7966249999999999,8.0,43
155822,B00XM90T2U,Feed and Go Smart Pet Feeder For Cats &amp; Dogs - 2 PACK. Built In Webcam &amp; Wi-Fi. Great For ...,Feed and Go is the World's first smart pet feeder that lets you <br> control your pet's wet or dry food f...,cat,cat_0,31,0.8192416666666666,12.0,206
156393,B00XYB4CSS,"Animal Health Solutions - Equerry's Large Animal Probiotic, Digestive Aid Helping to Improve Energy ...","By feeding Large Animal Probiotics on a regular basis, you are <br> providing a constant supply of benefi...",farm animals,farm animals_0,21,0.6549,11.0,116
156397,B00XYB4C2O,"Equerry's Large Animal Probiotic 160 Feedings for 1000 lb. Horse, 20lb.","Equerry's Large Animal Probiotic 160 Feedings for 1000 lb. <br> Horse, 20lb.",farm animals,farm animals_0,65,0.6755166666666667,6.0,71
156755,B00Y5DYBG2,"Huggies Little Swimmers Swim Pants, Small, 27 Count",Huggies Little Swimmers Swim pants feature everyone's favorite <br> Disney and Disney/Pixar characters. L...,other,other_0,35,0.5864222222222223,9.0,51
157070,B00YCPUCQQ,"Purina Pro Plan Dry Cat Snack, Indoor Crunch, Reduced Calorie With Tuna, 2.1-Ounce Pouch, Pack Of 10","A flavorful, crunchy snack made with 10% fewer calories and 10% <br> less fat than Purina pro plan savor ...",cat,cat_0,64,0.5923727272727273,11.0,100
157133,B00YDS34HG,"Tetra ReptoMin Aquatic Turtle, Newt and Frog Reptile Floating Food Sticks,10.59 Ounce",nan,amphibians and reptiles,amphibians and reptiles_0,1,0.5985800000000001,20.0,85
157208,B00YFPIWGA,"(3 Pack) Super Breath Dental Care Dog Bone, Mini, 21 Bones each",Super Breath treats for dogs give your best buddy fresh breath <br> and reduced plaque and tartar for a g...,dog,dog_0,70,0.65055,14.0,63
157234,B00YG4WJY6,DogGi New Item Jiu Jitsu Judo Karate Martial Arts Dog Gi Kimono,MARTIAL ARTS GI FOR DOGS,dog,dog_0,18,0.7205600000000001,20.0,63
157565,B00YLA27JM,100% Catnip Filled Magic 8 Ball Cat Toy By Cosmic,"Magic 8 Ball Catnip Toy releases a scent that drives cats wild. <br> 100% Cosmic Catnip, 100% fun Strong,...",cat,cat_0,59,0.6501545454545455,11.0,49
157999,B00YV5ZVB8,FeatherSmart Cockatiel Parakeet Bird Swing,Swings promote exercise and aids in the development of <br> coordination & balance. Grooved wooden perch ...,bird,bird_0,52,0.7388166666666667,6.0,42
158098,B00YXE29IA,niceeshop(TM Shark Warm Indoor Kitten Dog Cat Sofa Bed Puppy Pet House with Mat,Stylish sharp shape Suitable for pet within 4kg  Perfect for <br> your family pets: Thi...,cat,cat_0,79,0.8195,10.0,79
159040,B00ZPSDPMC,Horse Guard Mega Dose Equine Vitamin Mineral Hoof &amp; Probiotic Supplement,nan,farm animals,farm animals_0,39,0.805575,8.0,76
159475,B00ZYV9HK4,Lazzari Collections Custom Made Personalized Garden Memorial 12x12 inch Engraved Black Granite ...,Use the contact seller email to send us the info you would like. <br> We will need the name and dates of ...,rabbits and rodents,rabbits and rodents_0,21,0.8110909090909091,11.0,134
159555,B0100ED1T2,Gourmet Cafe Negro,nan,other,other_0,5,0.6781071428571428,14.0,18
159645,B0103L3GZG,ELZU.US [Newest 2019 Bark Collar Upgraded Microprocessor Barking Detection - Best No Bark Device w/ ...,nan,rabbits and rodents,rabbits and rodents_0,7,0.8429785714285715,14.0,197
159725,B0106Q24QK,Pet Blanket Taupe,nan,dog,dog_0,41,0.80104375,16.0,17
159836,B01096DWDQ,FarmerDavePetSupply 45 Apple Chew Stick Bonus Pack for Small Animals,Organically Grown. NO PESTICIDES......45 Apple Chew Stick Bonus <br> Pack (3 x 15 STICK PACKAGES = 45 STI...,rabbits and rodents,rabbits and rodents_0,79,0.6576428571428571,7.0,68
161253,B0117TILG2,"Charlee Bear Grain-Free Bear Crunch Chicken, Pumpkin &amp; Apple Flavor - 2 Pack (16oz total)","Natural, Grain Free BEAR CRUNCH, no wheat, no corn, no soy. Made <br> in the USA. Less than 3 calories pe...",dog,dog_0,16,0.6489304347826087,23.0,93
161325,B0118JZYUM,Custom Made Pet Stone Memorial Marker Granite Marker Dog Cat Horse Bird Human 6&quot; X 12&quot; ...,Personalize this monument to remember your pet or family member. <br> We create a unique design for all o...,dog,dog_0,35,0.808770588235294,17.0,139
161488,B011BQ1VFY,"DOCHI QUEEN Strawberry Beds (Cotton) for Hedgehogs, Hamsters and Other Small Animals. Easy to ...",Beds for small animals.  The bed gives a feeling of comfort and <br> warmth to your pet.  The siz...,rabbits and rodents,rabbits and rodents_0,52,0.78755,8.0,154
161523,B011D3LMJU,Garrison Grease Hard-Use Leather Conditioner - Nourishes - Preserves - Protects: Superior Non-Toxic ...,The Garrison Leather Care Company came from the western <br> cattlemen tradition. Products were developed...,farm animals,farm animals_0,72,0.7426500000000001,6.0,107
161533,B011D7OAIQ,You &amp; Me Assorted Chaise Lounge Cat Scratcher,nan,cat,cat_0,22,0.7522571428571428,14.0,49
161781,B011KQ4AHQ,Pocket Mirror - Small Mini Square Womans Compact Stylish Cosmetic Makeup Travel Purse Mirror - ...,"About UsThe raw material of our dental guard, with its medium <br> softness, was strictly selected by...",other,other_0,37,0.6825111111111112,9.0,140
161794,B011LCANSO,Eukanuba Small Breed Adult Dog Food,"Eukanuba Small Breed Adult Dog Food, 15 lbs.",dog,dog_0,46,0.61333125,16.0,35
162080,B011SFONGM,Personalized Pet Stone Memorial Marker Granite Marker Dog Cat Horse Bird Human 6&quot; X 12&quot;,***HOW TO CUSTOMIZE: PLEASE SEND US A MESSAGE IN AMAZON AFTER <br> YOU PURCHASE THE ORDER WITH ALL YOUR I...,cat,cat_0,2,0.80585,30.0,97
162544,B0127YVFA0,Halo Liv-A-Littles Chicken (Pack of 2),"100% chicken, freeze-dried protein treats - for dogs and cats! <br> We realize your pets health and happi...",cat,cat_0,66,0.4614636363636364,11.0,38
162557,B0128F4ZB4,Merrick Texas Hold 'Ems Premium Lung Filets Dog Treats 2 Flavor Variety Bundle: (1) Merrick Texas ...,Open a bag for your 4 legged friend and treat him to something <br> yummy - conveniently packaged as a 2 ...,dog,dog_0,37,0.6762588235294118,17.0,200
162594,B0129U949Q,"Bark Collar [2018 Smart Chip] Dog Shock Anti-Barking Collar with Beep, Vibration and Harmless ...","Perfect for dogs of different sizes (from 15 lbs to 100 lbs), <br> and highly efficient at stopping meani...",dog,dog_0,60,0.7943428571428571,14.0,197
163306,B012UK5MWI,Miracle Meal (2 Pounds),"MIRACLE MEAL is a complete, highly nutritious, all-natural soft <br> food for birds and contains the corr...",bird,bird_0,72,0.8104600000000001,5.0,23
163329,B012UVCDTM,PHILADELPHIA EAGLES BIG LOGO UGLY SWEATER,Stay loud and proud at any Sports event in your Ugly Sweaters. <br> Officially licensed by the NFL!,other,other_0,62,0.8133875,8.0,41
163416,B012XTN5RK,"Hot Spot Long Hair Deshedding Tool for Cats, Large Cat"," Are you sick and tired of having your cats hair shed all over <br> the house, car, and furniture? <b...",cat,cat_0,46,0.8548545454545455,11.0,54
163925,B013D147P6,Hoofjack Medium Size Farrier Hoof Stand Purple,The Medium Hoofjack will accommodate a pony up to a small draft <br> or draft cross (hooves up to a size ...,farm animals,farm animals_0,63,0.8406333333333333,6.0,46
164160,B013HHJQG6,Zanyzap Bio Sponge for Penn-Plax Cascade 700/1000 Canister Filter Foam - 10 Pack,These premium quality bio-sponge filter media pads work to keep <br> your aquarium clean and clear by opt...,other,other_0,10,0.425775,12.0,80
164718,B013PUEEYY,"Live Springtails, Tropical White: Large Breeding Culture","Tropical White Springtails are soft-bodied, micro-insects that <br> feed on decomposing leaf litter, anim...",amphibians and reptiles,amphibians and reptiles_0,44,0.8138,5.0,56
164835,B013S3SQBA,Personalized Pet Stone Memorial Marker Granite Marker Dog Cat Horse Bird Human 6&quot; X 10&quot; ...,Our Stones tell a Story. Personalize this monument to remember <br> your pet or family member. We create ...,cat,cat_0,57,0.7988909090909092,11.0,136
165150,B013XGFH14,Pup Life Personalized Stainless Steel &amp; Enamel Dog Tag with Engraving - Horseshoe,Our Personalized Stainless Steel & Enamel Dog Tags are the <br> perfect choice for protecting your pet. F...,farm animals,farm animals_0,80,0.7195799999999999,5.0,85
165263,B01401SRXG,Cutie Button Pads G/j Tube Pad (Reusable Flowers 7),100% EXTRA PLUSH POLYESTER FLEECE NEXT TO SKIN Exclusive to <br> Cutie Button Pads! MADE OF 3 layers flee...,other,other_0,47,0.7894,8.0,51
165368,B0141L8942,XL DRAWSTRING Filter Socks 200 Micron - 7 Inch WIDE Opening x 16 inches LONG - Aquarium Felt Filter ...,"""made tremendous difference in the clarity of my reef water"" <br> ""these filter socks are excellent"" ""...",fish,fish_0,7,0.8110428571428573,14.0,154
165602,B0145EIZSK,Luffy Marimo Moss Ball Premium Quality (0.5 inch) - Live Aquarium Aquatic Plant for Fish/shrimp ...,You are winning 5+1 Luffy Nano Marimo Ball (Size 0.5 inch) ! <br> Please note that all the other decor su...,fish,fish_0,48,0.8291999999999999,8.0,228
166391,B014JJH6GI,Reptomin Tetra Floating Food Sticks (10.59 oz),"A long-standing favorite among breeders and pet turtle <br> enthusiasts alike, ReptoMin is a floating foo...",amphibians and reptiles,amphibians and reptiles_0,39,0.65275,6.0,46
166462,B014KEYHPU,"Bird Products/Food Woodpecker Suet Nuggets (6 Units), Small","C&SSnak Cakes, Bricks and Blocks have revolutionized the wild <br> bird seed cake industry! These innovat...",bird,bird_0,64,0.23292,5.0,59
166741,B014OKHOR8,S&amp;C AQUATIC (2) CHOLLA WOOD 3&quot; &amp; (10) ALDER CONES &amp; 1oz SUPER VEGGIE STICKS WITH ...,S&C AQUATICS This listing is for (10) ALDER CONES + (2) 3'' <br> CHOLLA WOOD & 1oz. of SUPER VEGGIE STICK...,other,other_0,17,0.7371100000000002,10.0,139
166878,B014PM1R3M,Purina Horse Nicker Makers 3lb.,Purina| Easy to feed | Easy to eat | Highly palatable treats <br> your horse will love | Added biotin to ...,farm animals,farm animals_0,28,0.64798,10.0,31
167204,B014TI8GLS,Zoo Med ReptiSafe Instant Terrarium Water Conditioners,"The first instant terrarium water conditioner. Great for reptile <br> water bowls, chameleon drip water s...",amphibians and reptiles,amphibians and reptiles_0,75,0.5548249999999999,4.0,54
167293,B014VB184U,"CATMANDOO Bonito Flakes Pet Treat, X-Large,4Oz,4pk",Cat-Man-Doo Bonito flakes are among the highest quality flakes <br> on the market and they are derived fr...,cat,cat_0,7,0.6090952380952381,21.0,50
167389,B014WLZM1E,"Hen Saver Single Strap Chicken Apron/Saddle, X-Large, Black",The Hen Saver protects hens' backs from roosters; prevents <br> feather loss and cuts and gashes that can...,bird,bird_0,43,0.7533833333333334,6.0,59
167802,B0153LI0AM,"Bil-Jac Americas VetDogs Skin &amp; Coat Dog Treats, 10 oz. by Bil-Jac","A great treat and a great tradition Every purchase supports <br> America's VetDogs, who train and provide...",dog,dog_0,27,0.6723315789473684,19.0,70
167905,B0154ZA7YE,48&quot;(L) x 19&quot;(H) Double Sided Aquarium Background Desert Decoration,The aquarium background is fit for 20 inch tall aquariums. <br> Suggestion: Measure your aquarium from th...,amphibians and reptiles,amphibians and reptiles_0,38,0.6725833333333333,6.0,76
168257,B015BE943I,Paw Brothers 13 Blade Coarse Double Wide Coat Rakke,"The Paw Brothers Coat Rakke is the ultimate grooming tools. <br> Dramatically reduce undercoat quickly, e...",dog,dog_0,66,0.65995,14.0,51
168440,B015DX7DV2,Leegoal(TM) Dog Cat Pet Stripe Bow Tie Neck Tie with White Collar (Blue Khaki Stripes),Let your dog/cat stand out with this formal bow tie <br> collar.Adjustable closure design.Sof...,cat,cat_0,41,0.6491166666666667,12.0,86
168665,B015GEJ9AG,(4 Pack) Ware Natural Willow Mega Munch Sticks Small Pet Chew Treat,This mega munch sticks are a super safe critter chew made from <br> 100 percent natural willow. They are ...,rabbits and rodents,rabbits and rodents_0,39,0.6344444444444444,9.0,67
