,asin,title,description,category,topic_name,bubble_color,bubble_size,clean_link,topic_rank
43,B0002DIH5A,"Exotic Environments Ash Wood with Plants Aquarium <br>Ornament, Large","Exotic Environments Ash Wood w/Plants Aquarium <br>Ornament is made with durable poly resin, 8-inch <br>by 4-inch by 8-1/2-inch, Large",other,other_4,0.8602,1,,74
52935,B01EMJ2HS2,"Cute Soft Sponge White Dots Strawberry Pet Cat Dog <br>House Bed With Warm Plush Pad (Red,S/m/l/xl)","Brand new and high quality. It looks like a <br>Strawberry and very lovely. House with a pad, the <br>pad can be taken out Keeps your dog cozy and warm <br>It can be folded,and easy to carry.",dog,dog_0,0.85675,2,,74
127,B000BKYRC6,Super Pet Rabbit Grassy Mat,"Grassy mat is a cozy critter carpet that's comfy <br>for pets' feet. Grassy mat is a natural grass <br>floor covering that is a perfect spot for critters <br>to curl up and rest, and offers protection for <br>small animal claws in cages with wire bottoms. <br>Made of natural sisal fibers, grassy mat is safe <br>for your ...",rabbits and rodents,rabbits and rodents_6,0.54802,10,1.0,74
62,B00026Z4N0,"Fluval 4 Plus Polyester Pads, 4-Pack",The Fluval 4 Plus Polyester Filter Pad has been <br>specially developed as a fine filter medium for <br>the Fluval 4 Plus Underwater Filter and is ideally <br>suited to filtering out extremely fine suspended <br>particles and contaminants.,fish,fish_3,0.4580833333333333,6,1.0,74
9666,B01D80TF6S,Live Guppies Tropical Pet Fish - 02 Assorted Red <br>Delta Males,"The Guppy fish is probably the most famous species <br>of aquarium fish in the world, and is also known <br>as one of the low-cost fish in shops even though <br>some forms may be expensive. Small, beautiful, <br>peaceful, lively, curious and hardy, there are <br>many colourful variations that can be collected <br>and ...",fish,fish_0,0.914,1,,74
203,B0006L128W,Marshall Double Fun Ferret Tunnel,"The Marshall double fun play tunnel is exactly <br>that double fun. The divided tunnel design is open <br>on the ends with center holes and suspended balls <br>with bells making for ferret and family <br>entertainment.,,",rabbits and rodents,rabbits and rodents_5,0.550575,4,1.0,74
23,B0002A6V4W,"YML Medium Breeding Cages, Lot of 4, Black","2474 Brand New Lot of Four Medium Aviary Breeding <br>Flight Bird Cage For Parakeet, Canary, Finch, <br>Loverbirds Or small birds In Black",bird,bird_2,0.6298894736842104,19,1.0,74
3526,B00KOADSVE,Dingo Bone Chicken 3.5IN (Pack of 6),,farm animals,farm animals_0,0.7579,1,1.0,74
149,B0002DHD3C,Booda Terry Catnip Cat Toy - 6.5&quot; X 0.5&quot; <br>X 13.5&quot; - Multicolor,Appealing soft catnip toys covered in terrycloth <br>for cats. Perfect for your cat to sink its claws <br>into!,cat,cat_3,0.6597,1,1.0,74
226,B0002DGNQK,"Kaytee Corn on the Cob, 6.5-Pound",Great for in between clean ups. Angled for <br>cleaning corners; Ideal for vita sand; A very <br>quality product from the manufacturer.,bird,bird_5,-0.17368,5,1.0,74
185,B0002DIL1U,Designer Cat Bell,Warn your feathered friends that a cat is lurking <br>nearbywith these 12 mm. round stylish bells.,cat,cat_6,0.2405,4,,74
152,B000OQOBN2,"Triumph Turkey Canned Kitten Food, Case Of 24, 5.5 <br>Oz.","Triumph Cat Formulas consist of premium natural <br>products, wholesome proteins and natural fats and <br>carbohydrates. Plus, they have a premium flavor <br>cats love! Each formula may be fed as a sole diet <br>or mixed with dry food.,,",cat,cat_1,0.5824111111111111,9,1.0,74
6438,B00J3Y3NV2,Futurebiotics - White Kidney Bean Extract 100 cap,"Futurebiotics White Kidney Bean Extract - 500 Mg - <br>100 Capsules,Supplement Facts:,Statements <br>regarding dietary supplements have not been <br>evaluated by the FDA and are not intended to <br>diagnose, treat, cure, or prevent any disease or <br>health condition.",other,other_0,-0.4215,1,1.0,74
20,B00025K0LM,Ocean Star International Freshwater Flakes 2.2lb,O&#046;S&#046;I&#046; Freshwater Flake Food is a <br>basic diet with a balance of plant and animal <br>proteins to meet the diverse needs of a variety of <br>tropical freshwater fishes&#046; A broad spectrum <br>of vitamins and pigments are included for good <br>health&#046;2&#046;2 lb&#046; (1 kg),fish,fish_4,0.6997,1,,74
41,B0002DH0I0,Intake 12/16mm tube &quot;candy cane&quot; for <br>2213,,other,other_3,0.2732,1,,74
5947,B00W2SO3LK,Birds LOVE Pet Haven Soft,"Birds instinctively search for private, cozy <br>places to hide. The haven provides a safe place <br>for sleeping and napping, and when filled with <br>toys, becomes a private playroom. You will hear <br>your bird chattering and laughing to himself as he <br>chews up his toys. These tents are handmade in the <br>US with ...",bird,bird_0,0.745075,4,,74
7215,B00DD5G7LU,Paco Collars - &quot;Mini Rocko&quot; - Handmade <br>Leather Small Dog Collar- 3/4&quot; Wide - Brass,"So cute, so little, so tough, a bite-sized version <br>of our popular Rocko collar. A nice blend of <br>pyramid studs and small spots creates a continuous <br>pattern on this 3/4_ wide collar. Made from <br>lightweight leather and tapered down to a 1/2_ <br>buckle, its a great option for small dogs who want <br>that ...",dog,dog_1,0.985,1,,74
3208,B003UVDRVK,Kitty Collar With Charm,"NECKLACE STYLE CAT COLLAR+ - SMALL - WHITE <br>RHINESTONE DROP CHARM - BABY BLUE CRUSHED VELVET <br>Size: Small, Charm: White Rhinestone Drop, Fabric: <br>Baby Blue Crushed Velvet Features: -Any one of <br>nine charms can be attached.-Available in Baby <br>Blue, Black, Gold, Gray, Olive, Pink, or Red <br>Crushed Velvet, ...",cat,cat_0,0.5563,1,1.0,74
23,B0002APT3Q,Lee's The Ultimate Extension 25-Foot Hose,"Lee's The Ultimate Extension 25-foot Hose allows <br>for a longer reach from your faucet to your <br>aquarium.,,",rabbits and rodents,rabbits and rodents_1,0.27785,2,1.0,74
337,B0002Z7V3M,Eheim AEH2618080 Filter Cartridge for Model <br>2208-2212 for Aquarium,Fiber cartridge for 2208-2212 aqua ball filters. <br>It is manufactured by Elemi. It is made in <br>Germany. Making it easy to keep your aquarium <br>clean.,fish,fish_5,0.8934,1,1.0,74
42,B00008AJKB,"Shea Butter Shampoo with Oatmeal &amp; Awapuhi <br>Extract, 18 oz/ 532 ml","This extra-moisturizing shampoo is formulated <br>especially for dogs with itchy, dry skin. It will <br>leave your dog buttery soft.  Moisturizes dry, <br>itchy skin with premium emollients  Adds luster <br>and shine to coat  Gentle enough for frequent use <br>Eucalyptus, orange & rosemary keep your dog <br>smelling fresh",dog,dog_5,0.7419599999999998,10,,74
29,B000255P0I,Pretty Bird Daily Select Premium Food for Large <br>Birds (20 lbs.),"Product Highlight(s):Our original multicolored, <br>multi&#045;shaped, extruded bird food containing <br>14&#037; protein and 5&#037; fat&#046; Sized for <br>large cockatoos and macaws&#046;Packaged in 20 <br>lb&#046; bagsAvailable as eaches",bird,bird_1,0.6455999999999998,40,1.0,74
9937,B006P038HG,"Chef MICHAEL'S Braised Brisket Dog Food, 3-Ounce <br>(Pack of 12)",,dog,dog_3,0.5102666666666666,3,1.0,75
3321,B0041UZ9EC,Seaclone 100 Protein Skimmer,The SeaClone protein skimmer utilizes the forces <br>of nature to effectively draw wastes out of your <br>aquarium. The tornado-like motion inside the <br>SeaClone protein skimmer removes organic wastes <br>from your aquarium. The SeaClone protein skimmer <br>has been developed and tested in different <br>aquarium ...,rabbits and rodents,rabbits and rodents_0,-0.5423,1,,75
9681,B01DA62IVY,"uxcell Polyresin Aquarium Decoration Aqua <br>Landscape Artificial Boat Mountain, 13 x 8 x 9cm","Description:made of resin material, does not fade, <br>non toxic and safe for your pets and aquarium. <br>Made of non toxic resin. Safe for fish. Artificial <br>mountain, a perfect landscape items for your <br>aquarium and fish tank. Change your aquarium into <br>a beautiful scenery, special details and color <br>will add ...",fish,fish_0,0.9753,1,1.0,75
779,B000XSC8R2,"PetSafe ScoopFree Ultra Self-Cleaning Cat Litter <br>Box, Covered, Automatic with Disposable Tray, 2 <br>Color Options",",The PetSafe ScoopFree Ultra Self-Cleaning Litter <br>Box is an innovative, automatic litter box that <br>stays fresh and clean without the hassle. Instead <br>of scooping every day, the litter box does all the <br>work for you! Clean-up is as easy as placing the <br>lid on the disposable tray and throwing it away. <br>...",cat,cat_3,0.3854878223495703,2792,1.0,75
1400,B000WG9KCQ,Alpo Variety Snaps 16oz,"""ALPO"" DOG TREATS  Size : 16 ozs Variety snaps For <br>dogs of all sizes. No artificial flavors or added <br>preservatives. Oven baked with wholesome <br>ingredients. Crunchy texture keeps his teeth clean <br>and healthy. Added calcium helps strengthen teeth <br>and bones. With real beef, chicken, liver & lamb <br>...",dog,dog_5,0.6966416666666667,12,1.0,75
16,B00027ZVB4,Sun Seed Company Alfalfa Cubes 2lb,"Want to give your pet the nutritional benefits of <br>alfalfa, without the mess? Sun Seed Alfalfa Cubes <br>have the same great taste and nutrition as regular <br>alfalfa, but are compacted into a nice, clean <br>cube, so NO MESS. Your critter will love the <br>cubes, they are 100 percent pure, delicious <br>alfalfa. ...",rabbits and rodents,rabbits and rodents_1,0.2135599999999999,5,1.0,75
450,B000WFNU1O,WHISKAS SHEBA DOME TNA MUSSEL 242.8OZ,,cat,cat_2,0.2975,1,0.0,75
161,B0009ZF7B8,Self-Warming Thermal Cat Cushion Gray Leopard,,cat,cat_5,0.8955,1,1.0,75
15,B0002565E8,Hose Retainer Band 4pk (PR1410) (Marineland),"This 4-pack of Hose Retainer Bands comes with a <br>band installer and will fit all Magnum Filters and <br>BIO-Wheel Pro Systems.,,",other,other_4,0.5093,1,,75
155,B0002HBNXO,"Tropical Science Labs ATCMMX510 Marine Max, <br>16-Ounce","The best selling, copper free, probiotic saltwater <br>disease prevention in the world. Marine-Max <br>formulates 5 different strains of specially <br>cultivated bacteria that protect against the full <br>spectrum of common aquatic diseases-all naturally. <br>Marine-Max also contains a unique formulation of <br>genetic ...",fish,fish_1,0.6126999999999999,8,,75
304,B0002E7IT0,New Life Spectrum Cichlid Formula - 2000 g (70.5 <br>oz),"New Life creates pet products for owners that have <br>safety and health as their top priority. BLANK <br>ensures nothing but the best in quality material <br>and design for your loved one. Don't settle for <br>anything less, use New Life Spectrum Foods.",fish,fish_5,0.5591126984126983,126,1.0,75
13771,B00DD5GLAC,Paco Collars - &quot;Glow&quot; - Exclusive <br>Handmade Leather Medium Dog Collar - 1&quot;Wide - <br>Silver - Tan 16&quot;-18&quot;,"Round studs and rhinestones flow together to <br>create a sense of movement and beauty. Truly one <br>of our most eye-catching designs, The Glow does <br>just that. This 1"" wide collar looks best with <br>multiple colors of rhinestones, usually ones in <br>the same color family or rainbow. Paco Collars are <br>based on ...",dog,dog_4,0.8652,1,,75
6308,B00J1NS6Q2,Natural Life Lamdrm Adlt Dog 1x 17.5LB,,dog,dog_6,-0.2271,2,1.0,75
114,B0002AQLME,API TROPICAL FISH CARE PACK Water Conditioner <br>1-Ounce Bottle 2-Pack,"API TROPICAL FISH CARE PACK includes API STRESS <br>COAT and API STRESS ZYME for optimal tropical fish <br>health in a new tropical aquarium. API STRESS COAT <br>uses the healing power of Aloe Vera to reduce fish <br>stress, while eliminating harmful chemicals such <br>as chlorine and chloramines from tap water for ...",fish,fish_3,0.3481777777777778,9,0.0,75
107,B0002Z7VTQ,Current USA SunPaq Dual Daylight Aquarium Lamp <br>32watt,""",SunPaq compact fluorescent lamp with Nichia <br>phosphors. Dual actinic features both 420nm <br>actinic 03 and 460nm actinic blue - square <br>pin.,Don't gamble on performance. Every SunPaq <br>lamp is handcrafted with the best components and <br>phosphors and rigorously tested, setting a new <br>standard in compact ...",fish,fish_4,0.1955666666666666,3,1.0,75
54,B0002ATBVM,"Nature's Reptile Vita-Spray, 16 oz.","Nature's Reptile Vita-Spray, 16 oz.",amphibians and reptiles,amphibians and reptiles_0,0.9061,1,1.0,75
251,B00076KPGQ,Chondro Flex (180 tablets) CHEWABLES,"Chondro Flex (180 tablets) CHEWABLES,,",other,other_0,0.8126,1,1.0,75
113,B0002DIGG0,MarineLand PR2126 Impeller Assembly Emperor 280 <br>Filter Parts for Aquarium,"Ml Impeller Assay Emperor 280 from Marineland <br>(Aquaria), Parts-Power Filters category with model <br>AMLPR2126. Ml Impeller Assay Emperor 280 used for <br>Pets. Made in USA.",rabbits and rodents,rabbits and rodents_2,0.29338,20,1.0,75
1033,B000V89JBW,"Mars Pet Care Pedigree Traditional Ground Dinner <br>with Chopped Chicken, 1 Count, One Size",100% Complete nutrition for growth & maintenance. <br>Developed with vets. Recommended by top breeders. <br>Champion skin & coat system. Soy free. Highly <br>digestible. Pedigree with Chopped Chicken Food for <br>Dogs provides all the essential nutrition your dog <br>requires for the healthiest skin and the shiniest <br>...,dog,dog_0,0.2800666666666666,3,1.0,75
128,B000BL0BK2,Super Pet Sleep-E Tent Super Sleeper,"Sleep-e-tent is a super soft slumber spot with <br>fluffy fleece to provide comfort for ferrets, <br>rabbits, guinea pigs, chinchillas, and pet rats. <br>When zippered, sleep-e-tent is a cozy hanging <br>tent-shaped hide-out. When unzipped, sleep-e-tent <br>becomes a comfortable hammock.",rabbits and rodents,rabbits and rodents_6,0.4977930327868854,244,1.0,75
1052,B000FJ9QTM,JW Pet Company Activitoys Triangle Dangle Bird Toy,"The Triangle Dangle Activitoy uses three eye <br>catching triangles in three bright colors to <br>stimulate and entertain your bird. This toy has a <br>lot going on with two mirrors, two bells and <br>moveable beads. Great for parakeets and cockatiels <br>and other similar sized birds.",bird,bird_0,0.786925,4,1.0,75
232,B0002DGUAY,"Miracle Care Scalex Topical Ointment, 0.95-Ounce",Scalex Topical Ointment 0.95-ounce for treatment <br>of scales and dry skin on caged birds By <br>Gimborn/Miracle Care.,bird,bird_5,0.4462222222222222,9,0.0,75
114,B0002DIAZ2,Exo Terra Replacement Diaphragm for Exo Terra <br>Fogger,The Exo Terra Replacement Diaphragm is a <br>replacement part for the Exo Terra Mini Fogger <br>(PT2080).The ultrasonic Exo Terra Mini Fogger <br>generates a cold mist for the terrarium and can <br>increase humidity levels up to 100%. The humidity <br>simulates low clouds and fog in tropical <br>terrariums or generates ...,rabbits and rodents,rabbits and rodents_4,0.386975,12,,75
124,B0002DH3TG,EHEIM Carbon Filter Pad for Classic External <br>Filter 2213 (3 Pieces),EHEIM Carbon filter pad for the Classic canister <br>comes in sets of 3. The carbon pads are excellent <br>for absorptive filtration to eliminate toxins from <br>your tank.,rabbits and rodents,rabbits and rodents_5,0.55034375,16,,75
4225,B00BUFZ2IY,"Mountain Meadows Pet Prod SMM50040 Critter Country <br>Small Animal and Reptile Bedding/Litter, 40-Pound","Mountain meadows critter country is a small <br>animal, reptile and all critter bedding or <br>substrate. It is made of winter wheat grass and <br>several other plant fibers. It provides a safe, <br>odor free and dust free environment for all <br>animals. It is safe if ingested as it contain no <br>chemicals or additives. ...",dog,dog_2,0.7794,1,1.0,75
20,B000084F5E,"Canidae Life Stages Canned Cat Food For Kittens, <br>Adults &amp; Seniors, 12 Pack Chicken, Lamb, Ocean <br>Whitefish",CANIDAE All Life Stages wet food recipes are <br>formulated for all cats. That makes mealtimes for <br>multiple cat households much easier than dealing <br>with multiple cans of different foods. Single cat <br>households will also enjoy the benets of one can <br>for all catsno more guessing or switching based on <br>your ...,cat,cat_1,0.3652888235294116,170,1.0,75
696,B000JZJ7DM,Merry Pet Atmosphere with Cushion - Small Bamboo <br>Pet Bed,"Finally, the first piece of furniture bed <br>specifically designed for cats at an amazingly low <br>price !!! The spherical shape of this elegant bed <br>ergonomically contours the natural curled sleeping <br>position of the cat; along with the overfilled <br>puffy cushion it provides a comforting resting and <br>...",cat,cat_6,0.7559,1,,75
350,B0002FP33W,Feathered Phonics The Easy Way To Teach Your Bird <br>To Speak Volume 9: Feathered Phonics University <br>101,Volume 9: Feathered Phonics University 101 Can <br>your bird keep up with the best? Finally! The <br>perfect CD for Parakeets and Cockatiels! This Disc <br>holds 65 words and whistles designed for our <br>smaller feathered friends. Here you will find many <br>of the most popular songs whistled. Patriotic <br>tunes are ...,bird,bird_6,0.1414157894736841,19,1.0,75
519,B00074W3Z4,Digestive Tract Conditioner For Dogs And Puppies - <br>16 oz,"Made from organically grown cranberry and papaya, <br>Digestive Tract Supplement can help internally <br>cleanse, deodorize and fortify the digestive and <br>urinary tracts of most animals.&nbsp;",cat,cat_4,0.51415,2,1.0,75
8,B00006GTDD,"Petmate Portable Pet Home Large, Khaki/Hunter <br>Green",The Petmate Portable Pet Home is lightweight and <br>quickly packs away into it's carry bag for <br>transportation. They are made from strong heavy <br>duty polyster frabric that has a PVC backing for <br>rain resistance. These attractive portable pet <br>homes can be used indoors or out and provide safe <br>secure ...,rabbits and rodents,rabbits and rodents_3,0.5474600000000001,5,1.0,75
7214,B00DD5FDQU,Paco Collars - &quot;George&quot; - Handmade <br>Leather Medium Dog Collar - 1&quot;Wide - Silver,"Talk about bang for your buck, this 1_ wide collar <br>is laden with eye-catching stars and rows of flat <br>spots. Its like a party around your neck! Paco <br>Collars are based on your pet's true neck size, <br>*not* the length of the collar. Please use a cloth <br>measuring tape where your pet normally wears their <br>...",dog,dog_1,0.76405,4,,75
16,B00025YULS,Penn Plax Plants Plus Red Bacopa Aquarium Plant,This plants plus red Bacopa aquarium plant adds <br>beauty to any aquarium this plastic plant stands 5 <br>tall on its own base.,other,other_3,0.7501,1,,75
341,B000VM6CYA,"Scoop Away, Super Clump Scented, 20 lb (packaging <br>may vary)",",Scoop Away, Super Clump with Ammonia Shield, <br>Scented Cat Litter, utilizes Super Clump <br>technology and Ammonia Shield to provide odor <br>control to litter boxes leaving households with a <br>pleasant scent. Its Super Clump formula transforms <br>liquid messes into easy to scoop clumps that are <br>so tight, ...",cat,cat_0,0.8426250000000001,4,1.0,75
1140,B002JVN5VO,SALT TRADERS Pink Himalayan Animal Salt Lick: Full <br>of the essential trace minerals and vitamins your <br>horses and cows need to be healthy!,,farm animals,farm animals_0,0.8798,1,1.0,75
16,B00025K0Q2,Seachem Reef Builder,"Reef Builder, 1.2 kg / 2.6 lbs",other,other_6,0.6748846153846154,13,1.0,75
167,B0002AQUZC,"Laguna Goldfish/Koi Floating Food Pellet, Small, <br>3-1/2-Ounce","This goldfish/koi floating fish food formulations <br>contain select, high quality ingredients that <br>provide pond fish with excellent nutrition and a <br>balanced diet. As a result, less food is required <br>during feeding time, translating into less waste <br>and cleaner, clearer water. The Laguna all season <br>fish ...",fish,fish_2,0.484,11,,75
701,B0006G5KRG,TOMMY72 GP/RBT CAGE SML GRN,"Small Animal Cage Marchioro by Marchioro - Get <br>Fast Shipping and Low Prices at PetsWarehouse.com <br>on over 43,000 Pet Supplies such as Dog Food, Dog <br>Supplies, Cat Food, Cat Supplies, Bird Food, Bird <br>Supplies, Aquarium Supplies and Fish Supplies.  We <br>offer our customers the largest selection of Pet <br>...",rabbits and rodents,rabbits and rodents_3,0.9806,1,1.0,76
7056,B0049PJQCA,"Pork Chomps&reg; 8&quot;-10&quot; Baked Rollz, 5ct",,dog,dog_3,0.5320428571428572,14,0.0,76
13,B0001BV0MA,Freshnclean Sld Odor Deodorize - 45308 - Bci,""",Used to remove pet odors.,Size8 OUNCE,Color,BCI <br>- 035909",other,other_6,0.3881,1,1.0,76
146,B0002DKADW,"Lifegard AF-92 Heater Modules,Single Capacity","The Lifegard Heater Module provides the most <br>stable temperature possible by re-circulating <br>aquarium water continuously around the heater <br>element. The compression coupling allows easy <br>installation and removal of the heater. The Heater <br>Module also has a clear cap to view ""On"" light of <br>the heater.",rabbits and rodents,rabbits and rodents_5,0.824,1,,76
203,B000XJL3EU,Kuddle Kup Eco-Friendly Cat Bed/Play Tunnel,"The Secret is in the fluff. Works like a magnet - <br>cats love it! This Cat Bed is Electrostatically <br>charged to capture dander, flea dirt, hair and <br>dust. The ultra-soft polyester fibers act as an <br>insulator, to absorb and hold the heat, keeping <br>your kitty warm and cuddly year-round. Handcrafted <br>in the ...",cat,cat_1,0.4739334328358208,670,1.0,76
6262,B00I43UR9E,Life Systems LS TICK REMOVER,"Ideal for outdoor exploring, off road adventures <br>and camping trips, the Tick Remover Card from <br>Lifesystems can allow ticks to be removed quickly <br>using the two different sized removal tools. - <br>Fits into a wallet - Magnifying lens - Two <br>different sized removal tools",other,other_0,0.0,2,0.0,76
42,B00025Z6LQ,Wardley,Wardley Premium Medium Floating Goldfish Pellets <br>provide the ideal balance of nutrients your <br>goldfish require to support normal growth. Also <br>contains a stabilized form of Vitamin C to support <br>a healthy immune system. This formula maximizes <br>protein utilization and reduces fish waste to help <br>maintain ...,fish,fish_1,0.4567801886792451,106,,76
3357,B007ISYA9O,All Star Dogs NCAA Michigan Wolverines Collegiate <br>Dog Tank Top,,dog,dog_2,0.42305,2,1.0,76
2908,B005D9O1IA,Kids Hot Dog Costume,"Our Kids Hot Dog Costume features an easy on, one- <br>piece, over-the-head hot dog costume with mustard.",dog,dog_6,0.9867,1,0.0,76
1148,B004K82WVI,Reptile &amp; Exotics Supplies Repterra Sand Glow <br>In The Dark,RepTerra Sand is the perfect sand for reptiles and <br>hermit crabs,amphibians and reptiles,amphibians and reptiles_0,0.2477,1,,76
119,B0002DHI8W,Quiko Multivitamin Daily Balance Bird Supplement,"Formulated to play an important role in regulating <br>body systems, as well as blood and bone formation. <br>Contains 14 vitamins and 6 essential minerals. <br>Helpful in times of growth or stress. Also ideal <br>for older birds who may not be getting all the <br>nutrients they need. One of the challenges in <br>raising ...",bird,bird_2,0.6141700000000001,10,1.0,76
298,B0002DIV7Y,Penn Plax Wooden Bird Perch,"Penn Plax's, wooden bird perch. Easily attaches to <br>cages with no tools required. Made with natural <br>hard wood",bird,bird_6,0.4283272727272728,11,1.0,76
3528,B00KOAIUSA,Nylabone Long Lasting Dura Chew Chicken 1 CT (Pack <br>of 12),,farm animals,farm animals_0,0.3612,1,,76
5,B0002563KY,AquaClear Levelling Device for Power Filters,"This levelling device is used for AquaClear power <br>filter models 20, 30, 50, 70, 110, 150, 200, 300, <br>500. Comes in polybag with header. Used to lever <br>the filter against the tank to make sure the water <br>level in the filter is not at such an extreme <br>angle as to cause spillage. Measures 2/3-inch <br>length ...",fish,fish_4,0.312375,24,1.0,76
163,B0002AQT1M,"Nutrafin Nitrite 0.0 to 3.3 Mg/L for Fresh and <br>Saltwater, 75 -Tests","Nutrafin Nitrite Fresh & Marine Aquarium Test Kit <br>comes equipped with full complement of test <br>equipment: test pipette, glass test tube and cap, <br>lab base, instruction booklet. Regular testing is <br>essential for new aquarium installations, when <br>medicating, adding more fish and after having <br>performed ...",fish,fish_2,0.1746833333333333,6,,76
17,B00026Z46M,Extension Tube Whisper 60 3/4/5,This is the Replacement Extension tube for Whisper <br>60 filter.,other,other_3,0.6808,1,,76
72,B0006JLOEQ,"Fluval Ceramic Impeller Shaft with Rubber Tips for <br>Canister Filter, Gray","This ceramic impeller shaft is used for Fluval <br>103, 203, 303, 403 canister filter models A650, <br>A660, A670, A675. Available in gray color. <br>Includes 2 rubber tips. Measures 2-1/2-inch length <br>by 1/2-inch width by 3-5/7-inch height.",other,other_4,0.72165,2,,76
22,B0002APT1I,"Lee's Stretch Ultra Gravel Vacuum Cleaner, Self- <br>Start","Lee's Stretch Ultra Gravel Vacuum Cleaner, Self- <br>Start is designed to separate debris from gravel <br>and remove it from the aquarium during routine <br>water changes",rabbits and rodents,rabbits and rodents_1,-0.0533166666666666,6,1.0,76
85,B0002DIYKS,Penn-Plax Indoor/Outdoor Playpen Gym,"Sammy's Indoor/Outdoor Playpen provides a safe <br>environment for your small pet to exercise and <br>interact,,",rabbits and rodents,rabbits and rodents_6,0.2340333333333333,3,,76
41,B0002AQHJQ,"Elite Long Air Stone, 12 Inches","The Elite Long Air Stone is ideal for adding <br>accents in any aquarium the air stone diffuses <br>air, creating water movement. The Elite Air Stone <br>also increases surface agitation, accelerates <br>oxygen replenishment and helps release carbon <br>dioxide build-up. Simply connect the air stone to <br>your airline ...",rabbits and rodents,rabbits and rodents_4,0.0289777777777777,18,,76
131,B0002DK3MU,"Penn Plax Bed Fluff for Small Animals, 3-Ounce","Bed Fluff 3oz is 100% all natural cotton that is <br>used as nesting material for you small animal <br>especially Hampsters. Bed Fluff allows your pet to <br>act as if in a natural habitat and that will make <br>them very happy.,,",rabbits and rodents,rabbits and rodents_2,0.6312000000000001,3,,76
125,B0002BLLZ0,"YML 20-Inch Dometop Parrot Cage with Stand, <br>Antique Silver",Color: Antique Copper Features: -Parrot <br>cage.-Large swing out door.-2 Feeder doors and 2 <br>plastic cups.-2 Perches.-Easy clean slide out <br>bottom plastic tray.-Non-toxic epoxy.-Stand with <br>caster.-Bar spacing: 0.63''.,bird,bird_1,0.5361522935779816,109,1.0,76
3215,B001MXMX18,Provenance Grain Free,"Our 100% grain free Provenance treats offer dogs a <br>wholesome treat that you can feel good about. <br>Based on the fundamental sources of nutrition as <br>nature intended, these dog treats harness the <br>nutritive power of the potato to provide dogs with <br>energy, while remaining totally grain and wheat <br>...",dog,dog_4,0.9899,1,1.0,76
418,B000795XRO,Rock-N-Roller,"Spins like a top, rolls like a ball and rocks like <br>a seesaw.  The Rock-N-Roller, which releases <br>catnip aroma as it spins and rolls, will make any <br>cat act like a kitten.",cat,cat_6,0.6705,1,,76
394,B0009NWVEG,Pet Carrier,,cat,cat_3,0.8541666666666666,3,1.0,76
368,B000MD59HY,WaterWonders Cube Aquarium Kit - 1 1/2 Gallon,Water wonders 1.5 gallon aquarium kit **Note - a <br>shipping surcharge applies to this item.,fish,fish_0,0.703,1,,76
239,B0002DHNOQ,"Tetra Plastic Fish Bags, Pet And Feeder Fish <br>Transport, 2 Millimeters, 8 x 15 Inches, 1,000 <br>Count","Tetra fish bags are a reliable way to safely <br>transport pet and feeder fish. Each clear plastic <br>bag measures 8 x 15 inches flat and is 2 <br>millimeters thick. This bulk case includes 1,000 <br>bags. When bringing new fish home from a retailer, <br>float the bag in your aquarium first to equalize <br>the ...",fish,fish_5,0.250675,4,,76
179,B000CSSNS6,TREAT BALL SMALL,"THIS SMALL TREAT BALL DISPENSES TREATS AS IT <br>ROLLS. IDEAL FOR CATS, FERRETS AND OTHER SMALL <br>ANIMALS THAT WOULD ENJOY AN INTERACTIVE TOY.",cat,cat_5,0.7903,1,0.0,76
10849,B00KOCXMYK,Hartz 11102 Large Hedgehog Dog Toy Assorted Styles,,dog,dog_0,0.5719,1,0.0,76
7213,B00DD5GOVI,Paco Collars - &quot;Jojo&quot; - Handmade Leather <br>Medium Dog Collar - 1&quot;Wide - Silver - Tan <br>18&quot;-20&quot;,"Jade, Cranberry, or Bone colored cabochons are <br>outlined by small spots this 1_ wide single layer <br>collar. With a variety of leather and metal <br>combinations and just a hint of tasteful color, <br>this collar will compliment just about any dog. <br>Paco Collars are based on your pet's true neck <br>size, *not* the ...",dog,dog_1,0.8402749999999999,4,,76
32,B000255UPS,San Francisco Bay Brand Freeze Dried Krill 4oz <br>(113g) Jar,"Excellent for your large freshwater and marine <br>tropicals. Contains astaxanthin, a carotenoid that <br>brings out the color of your fish. High in <br>essential fatty and amino acids.Recommended for: <br>All Freshwater Cichlids, Loaches, Eels, & Catfish <br>and all Saltwater Groupers & Eels.Ingredients: ...",fish,fish_3,0.6222363636363637,11,1.0,76
292,B000F8GQ6Y,Fat Cat Kitty Hoots Fleecy Cat Blanket Purple,"The fleecy cat blanket has tassels for extra kitty <br>activation. You know kitties. They just can't <br>resist a cozy spot to take a nap! And our Dee-Lux <br>snuggly blanket is the perfect destination for a <br>nap-ready kitty. The blanket is approximately 30"" <br>x 36""",cat,cat_2,0.8320000000000001,2,1.0,76
6631,B00CN7V64M,Prisoner Pet Costume,"For the pup who's been a bit naughty, this <br>prisoner pet costume features a striped shirt and <br>matching ""Bad Dog"" hat to complete the comical <br>look.",dog,dog_5,0.2716349999999999,20,,76
